Objekt,Začetni_X,Začetni_Y,Končni_X,Končni_Y,Začetni_čas,Končni_čas
jabolka,914,274,914,274,11:43:41.012017,11:43:43.256556
jabolka,96,119,100,116,11:43:39.688661,11:43:43.256556
jabolka,96,110,109,113,11:43:44.953701,11:43:50.386947
pomaranca,885,512,919,515,11:43:47.642500,11:43:50.386959
