Objekt,X,Y,Razdalja_mm,Čas
orange_cone,620,416,0,00:39:53.797617
orange_cone,624,326,0,00:39:53.797873
orange_cone,619,416,0,00:39:53.828893
orange_cone,619,416,0,00:39:53.855443
orange_cone,619,416,0,00:39:53.885662
orange_cone,618,415,0,00:39:53.914447
blue_cone,616,414,0,00:39:53.914705
orange_cone,624,322,0,00:39:53.915212
orange_cone,619,415,0,00:39:53.941381
blue_cone,616,414,0,00:39:53.941639
orange_cone,624,321,0,00:39:53.941864
orange_cone,619,415,0,00:39:53.973993
blue_cone,616,414,0,00:39:53.974223
orange_cone,624,321,0,00:39:53.974399
orange_cone,621,414,0,00:39:54.002568
blue_cone,618,413,0,00:39:54.002785
orange_cone,624,321,0,00:39:54.002974
orange_cone,621,414,0,00:39:54.031655
blue_cone,619,413,0,00:39:54.031874
orange_cone,624,320,0,00:39:54.032069
orange_cone,621,414,0,00:39:54.057585
blue_cone,619,412,0,00:39:54.057819
orange_cone,621,414,0,00:39:54.087236
blue_cone,619,412,0,00:39:54.087470
orange_cone,620,413,0,00:39:54.116728
blue_cone,618,411,0,00:39:54.116944
orange_cone,620,413,0,00:39:54.140980
blue_cone,617,409,0,00:39:54.141223
orange_cone,620,413,0,00:39:54.169160
blue_cone,617,409,0,00:39:54.169382
orange_cone,620,412,0,00:39:54.201182
blue_cone,617,406,0,00:39:54.201446
orange_cone,619,411,0,00:39:54.234858
blue_cone,616,406,0,00:39:54.235113
orange_cone,618,413,0,00:39:54.267631
blue_cone,615,408,0,00:39:54.268093
orange_cone,621,410,0,00:39:54.300884
blue_cone,616,407,0,00:39:54.301147
orange_cone,621,410,0,00:39:54.337924
blue_cone,616,407,0,00:39:54.338243
orange_cone,619,408,0,00:39:54.375165
blue_cone,615,405,0,00:39:54.375434
orange_cone,619,407,0,00:39:54.408675
blue_cone,615,404,0,00:39:54.408935
orange_cone,618,407,0,00:39:54.442431
blue_cone,615,406,0,00:39:54.442683
orange_cone,618,408,0,00:39:54.475708
blue_cone,615,407,0,00:39:54.475955
orange_cone,617,408,0,00:39:54.507291
blue_cone,614,407,0,00:39:54.507789
orange_cone,617,408,0,00:39:54.539310
blue_cone,614,406,0,00:39:54.539587
orange_cone,617,408,0,00:39:54.573964
blue_cone,614,406,0,00:39:54.574223
orange_cone,617,408,0,00:39:54.604168
blue_cone,614,407,0,00:39:54.604420
orange_cone,617,407,0,00:39:54.633626
blue_cone,614,406,0,00:39:54.633902
orange_cone,616,406,0,00:39:54.670627
blue_cone,613,405,0,00:39:54.671204
orange_cone,616,407,0,00:39:54.710499
blue_cone,613,406,0,00:39:54.711108
orange_cone,615,408,0,00:39:54.749468
blue_cone,613,405,0,00:39:54.750025
orange_cone,616,406,0,00:39:54.786509
orange_cone,616,406,0,00:39:54.823200
orange_cone,615,405,0,00:39:54.861633
blue_cone,613,403,0,00:39:54.861930
orange_cone,616,402,0,00:39:54.900165
orange_cone,617,402,0,00:39:54.938899
orange_cone,617,402,0,00:39:54.976546
blue_cone,614,403,0,00:39:54.976846
orange_cone,618,404,0,00:39:55.012729
blue_cone,614,404,0,00:39:55.013040
orange_cone,617,406,0,00:39:55.050167
blue_cone,614,405,0,00:39:55.050453
orange_cone,617,407,0,00:39:55.087373
blue_cone,614,406,0,00:39:55.087638
orange_cone,617,406,0,00:39:55.119244
blue_cone,614,404,0,00:39:55.119475
orange_cone,617,405,0,00:39:55.143317
blue_cone,614,403,0,00:39:55.143561
orange_cone,617,405,0,00:39:55.171900
blue_cone,614,403,0,00:39:55.172150
orange_cone,616,405,0,00:39:55.201727
blue_cone,614,404,0,00:39:55.201939
orange_cone,618,404,0,00:39:55.227342
blue_cone,615,404,0,00:39:55.227576
orange_cone,618,404,0,00:39:55.255645
blue_cone,615,404,0,00:39:55.255880
orange_cone,618,405,0,00:39:55.284691
blue_cone,616,403,0,00:39:55.284914
orange_cone,616,405,0,00:39:55.310454
blue_cone,615,401,0,00:39:55.310784
orange_cone,616,405,0,00:39:55.336404
blue_cone,615,401,0,00:39:55.336627
orange_cone,614,403,0,00:39:55.369214
blue_cone,612,397,0,00:39:55.369472
orange_cone,613,402,0,00:39:55.404333
blue_cone,611,399,0,00:39:55.404597
orange_cone,612,401,0,00:39:55.439110
blue_cone,611,399,0,00:39:55.439388
orange_cone,610,400,0,00:39:55.473163
blue_cone,609,399,0,00:39:55.473666
orange_cone,609,401,0,00:39:55.499587
blue_cone,609,401,0,00:39:55.499804
orange_cone,609,401,0,00:39:55.531767
blue_cone,609,401,0,00:39:55.532024
orange_cone,608,402,0,00:39:55.567437
orange_cone,606,402,0,00:39:55.602806
blue_cone,607,402,0,00:39:55.603070
orange_cone,605,403,0,00:39:55.639390
blue_cone,607,399,0,00:39:55.639655
orange_cone,605,402,0,00:39:55.673153
blue_cone,606,400,0,00:39:55.673432
orange_cone,604,402,0,00:39:55.699412
blue_cone,605,400,0,00:39:55.699650
orange_cone,604,402,0,00:39:55.727838
blue_cone,605,400,0,00:39:55.728094
orange_cone,604,404,0,00:39:55.753960
blue_cone,605,401,0,00:39:55.754440
orange_cone,604,404,0,00:39:55.789420
blue_cone,605,401,0,00:39:55.789714
orange_cone,603,407,0,00:39:55.828811
orange_cone,602,403,0,00:39:55.866874
blue_cone,601,402,0,00:39:55.867167
orange_cone,600,402,0,00:39:55.906015
blue_cone,597,401,0,00:39:55.906317
orange_cone,599,400,0,00:39:55.944692
blue_cone,597,400,0,00:39:55.944993
orange_cone,601,400,0,00:39:55.984446
blue_cone,599,399,0,00:39:55.984733
orange_cone,601,400,0,00:39:56.022712
orange_cone,603,400,0,00:39:56.060795
orange_cone,604,397,0,00:39:56.098757
orange_cone,604,396,0,00:39:56.136290
orange_cone,605,396,0,00:39:56.174392
orange_cone,605,397,0,00:39:56.212046
blue_cone,605,397,0,00:39:56.212334
orange_cone,606,396,0,00:39:56.250150
blue_cone,606,398,0,00:39:56.250413
orange_cone,607,395,0,00:39:56.284987
blue_cone,606,396,0,00:39:56.285227
orange_cone,607,394,0,00:39:56.320918
orange_cone,607,391,0,00:39:56.353813
orange_cone,607,391,0,00:39:56.388583
orange_cone,607,390,0,00:39:56.424459
orange_cone,607,390,0,00:39:56.460411
orange_cone,608,390,0,00:39:56.495798
orange_cone,608,389,0,00:39:56.525532
blue_cone,608,391,0,00:39:56.525760
orange_cone,608,389,0,00:39:56.550517
orange_cone,608,389,0,00:39:56.584460
orange_cone,608,390,0,00:39:56.612358
orange_cone,608,390,0,00:39:56.646685
orange_cone,608,390,0,00:39:56.679734
orange_cone,608,390,0,00:39:56.714834
orange_cone,608,390,0,00:39:56.753771
orange_cone,608,389,0,00:39:56.790852
blue_cone,608,390,0,00:39:56.791137
orange_cone,608,391,0,00:39:56.827434
orange_cone,608,390,0,00:39:56.866669
orange_cone,608,390,0,00:39:56.905750
orange_cone,608,389,0,00:39:56.942263
orange_cone,608,390,0,00:39:56.978305
orange_cone,608,390,0,00:39:57.016566
orange_cone,608,390,0,00:39:57.047743
orange_cone,608,390,0,00:39:57.078219
orange_cone,608,390,0,00:39:57.112329
orange_cone,608,389,0,00:39:57.149905
orange_cone,608,390,0,00:39:57.188440
orange_cone,609,391,0,00:39:57.225050
orange_cone,609,391,0,00:39:57.259874
orange_cone,608,392,0,00:39:57.294598
orange_cone,607,393,0,00:39:57.330390
orange_cone,607,393,0,00:39:57.363046
blue_cone,606,393,0,00:39:57.363307
orange_cone,607,393,0,00:39:57.398218
blue_cone,606,393,0,00:39:57.398481
orange_cone,606,394,0,00:39:57.433605
blue_cone,605,394,0,00:39:57.433866
orange_cone,605,393,0,00:39:57.467390
orange_cone,605,393,0,00:39:57.502449
orange_cone,605,394,0,00:39:57.534424
orange_cone,605,393,0,00:39:57.564952
blue_cone,604,393,0,00:39:57.565208
orange_cone,605,393,0,00:39:57.593839
blue_cone,604,393,0,00:39:57.594105
orange_cone,606,390,0,00:39:57.619281
orange_cone,606,390,0,00:39:57.646753
orange_cone,605,388,0,00:39:57.671239
blue_cone,604,389,0,00:39:57.671536
orange_cone,605,388,0,00:39:57.698869
blue_cone,604,389,0,00:39:57.699148
orange_cone,605,386,0,00:39:57.728646
blue_cone,606,387,0,00:39:57.728890
orange_cone,606,385,0,00:39:57.754948
blue_cone,606,386,0,00:39:57.755211
orange_cone,606,385,0,00:39:57.784516
blue_cone,606,386,0,00:39:57.784770
orange_cone,605,384,0,00:39:57.809995
orange_cone,605,384,0,00:39:57.839192
orange_cone,606,383,0,00:39:57.864536
orange_cone,606,383,0,00:39:57.893216
orange_cone,604,382,0,00:39:57.918814
orange_cone,604,382,0,00:39:57.952644
orange_cone,604,380,0,00:39:57.982253
orange_cone,603,380,0,00:39:58.007066
orange_cone,603,380,0,00:39:58.036107
orange_cone,603,380,0,00:39:58.063848
blue_cone,601,382,0,00:39:58.064085
orange_cone,603,380,0,00:39:58.092882
blue_cone,601,382,0,00:39:58.093149
orange_cone,606,379,0,00:39:58.119038
orange_cone,606,379,0,00:39:58.147856
orange_cone,608,380,0,00:39:58.173271
orange_cone,608,380,0,00:39:58.200637
orange_cone,610,379,0,00:39:58.231016
orange_cone,612,378,0,00:39:58.257194
orange_cone,612,378,0,00:39:58.286003
orange_cone,612,377,0,00:39:58.311471
orange_cone,612,377,0,00:39:58.340665
orange_cone,612,374,0,00:39:58.366128
orange_cone,612,374,0,00:39:58.395055
orange_cone,614,374,0,00:39:58.421153
orange_cone,614,374,0,00:39:58.454006
orange_cone,614,374,0,00:39:58.482233
orange_cone,615,373,0,00:39:58.507514
orange_cone,615,373,0,00:39:58.537146
orange_cone,615,373,0,00:39:58.563141
orange_cone,621,300,0,00:39:58.563390
orange_cone,615,373,0,00:39:58.593729
orange_cone,621,300,0,00:39:58.593962
orange_cone,615,371,0,00:39:58.619093
orange_cone,615,371,0,00:39:58.654601
orange_cone,615,372,0,00:39:58.689633
orange_cone,614,371,0,00:39:58.715575
orange_cone,614,371,0,00:39:58.744352
orange_cone,615,370,0,00:39:58.769760
orange_cone,615,370,0,00:39:58.798882
orange_cone,614,368,0,00:39:58.825123
orange_cone,614,368,0,00:39:58.853796
orange_cone,614,368,0,00:39:58.879461
orange_cone,614,368,0,00:39:58.905044
orange_cone,613,367,0,00:39:58.934900
orange_cone,614,366,0,00:39:58.960119
orange_cone,614,366,0,00:39:58.988299
orange_cone,615,365,0,00:39:59.013899
orange_cone,615,365,0,00:39:59.042392
orange_cone,616,363,0,00:39:59.139315
orange_cone,621,296,0,00:39:59.139622
orange_cone,617,362,0,00:39:59.175234
orange_cone,621,297,0,00:39:59.175551
orange_cone,617,362,0,00:39:59.212936
orange_cone,621,297,0,00:39:59.213230
orange_cone,616,364,0,00:39:59.251019
orange_cone,621,297,0,00:39:59.251311
orange_cone,616,364,0,00:39:59.288240
orange_cone,621,298,0,00:39:59.288535
orange_cone,616,363,0,00:39:59.323067
orange_cone,621,299,0,00:39:59.323385
orange_cone,616,363,0,00:39:59.361077
orange_cone,621,299,0,00:39:59.361371
orange_cone,615,363,0,00:39:59.398860
orange_cone,615,363,0,00:39:59.425509
orange_cone,615,363,0,00:39:59.458762
orange_cone,615,366,0,00:39:59.486077
orange_cone,613,370,0,00:39:59.510969
orange_cone,613,370,0,00:39:59.541879
orange_cone,613,372,0,00:39:59.576563
orange_cone,613,372,0,00:39:59.611107
orange_cone,613,374,0,00:39:59.639466
orange_cone,612,374,0,00:39:59.665236
orange_cone,612,374,0,00:39:59.696424
orange_cone,612,373,0,00:39:59.723598
orange_cone,612,373,0,00:39:59.753600
orange_cone,611,374,0,00:39:59.779885
orange_cone,611,374,0,00:39:59.807177
orange_cone,612,375,0,00:39:59.838313
orange_cone,610,377,0,00:39:59.865248
orange_cone,610,377,0,00:39:59.895929
orange_cone,608,378,0,00:39:59.922290
orange_cone,608,378,0,00:39:59.955011
orange_cone,610,379,0,00:39:59.987561
orange_cone,612,379,0,00:40:00.023902
orange_cone,612,379,0,00:40:00.064873
orange_cone,612,379,0,00:40:00.103952
orange_cone,612,379,0,00:40:00.143315
orange_cone,613,379,0,00:40:00.179094
orange_cone,621,308,0,00:40:00.179504
orange_cone,613,379,0,00:40:00.208157
orange_cone,621,308,0,00:40:00.208389
orange_cone,613,379,0,00:40:00.233818
orange_cone,613,379,0,00:40:00.260009
orange_cone,613,379,0,00:40:00.289255
orange_cone,613,381,0,00:40:00.315088
orange_cone,613,381,0,00:40:00.344223
orange_cone,613,381,0,00:40:00.369695
orange_cone,613,381,0,00:40:00.399148
orange_cone,613,383,0,00:40:00.425531
orange_cone,613,383,0,00:40:00.455341
orange_cone,613,383,0,00:40:00.481609
orange_cone,613,383,0,00:40:00.509184
orange_cone,614,386,0,00:40:00.535646
blue_cone,617,387,0,00:40:00.568265
blue_cone,617,387,0,00:40:00.603581
blue_cone,623,387,0,00:40:00.634391
blue_cone,623,387,0,00:40:00.661517
blue_cone,747,406,0,00:40:00.953130
yellow_cone,950,567,0,00:40:00.992505
yellow_cone,949,596,645,00:40:01.027948
yellow_cone,949,596,637,00:40:01.065095
blue_cone,488,158,587,00:40:01.230655
blue_cone,490,158,589,00:40:01.264671
blue_cone,490,158,588,00:40:01.300056
blue_cone,489,157,590,00:40:01.332759
blue_cone,489,157,593,00:40:01.367477
blue_cone,489,156,594,00:40:01.399642
blue_cone,489,156,595,00:40:01.435003
blue_cone,803,591,0,00:40:01.467195
blue_cone,492,157,594,00:40:01.467503
blue_cone,803,591,0,00:40:01.500925
blue_cone,492,157,594,00:40:01.501228
blue_cone,492,152,594,00:40:01.568548
blue_cone,492,152,598,00:40:01.602923
yellow_cone,828,480,654,00:40:02.118716
blue_cone,518,139,558,00:40:02.118961
yellow_cone,828,480,654,00:40:02.153664
blue_cone,518,139,562,00:40:02.153911
yellow_cone,830,477,653,00:40:02.184303
yellow_cone,830,477,652,00:40:02.218662
yellow_cone,831,475,651,00:40:02.251311
blue_cone,521,140,563,00:40:02.279001
blue_cone,521,140,563,00:40:02.311232
blue_cone,521,140,561,00:40:02.343337
blue_cone,522,139,553,00:40:02.377643
blue_cone,529,90,530,00:40:02.377869
yellow_cone,832,472,650,00:40:02.409008
yellow_cone,832,472,647,00:40:02.442337
blue_cone,466,94,0,00:40:03.200623
blue_cone,462,133,0,00:40:03.200865
blue_cone,466,94,0,00:40:03.234067
blue_cone,462,133,0,00:40:03.234325
yellow_cone,978,390,4855,00:40:04.242390
yellow_cone,48,607,0,00:40:07.023415
yellow_cone,47,606,0,00:40:07.120773
yellow_cone,47,606,0,00:40:07.167706
yellow_cone,48,599,0,00:40:07.398778
yellow_cone,47,604,0,00:40:07.453646
yellow_cone,47,603,0,00:40:07.502743
yellow_cone,48,605,0,00:40:07.548422
yellow_cone,48,605,0,00:40:07.585359
yellow_cone,48,600,0,00:40:07.621366
yellow_cone,48,587,0,00:40:07.658869
yellow_cone,48,587,0,00:40:07.693472
yellow_cone,52,598,0,00:40:07.734798
yellow_cone,53,599,0,00:40:07.763254
yellow_cone,53,599,0,00:40:07.791557
yellow_cone,53,597,0,00:40:08.141599
yellow_cone,53,597,0,00:40:08.174268
yellow_cone,53,596,0,00:40:08.201352
yellow_cone,53,596,0,00:40:08.233232
yellow_cone,53,593,0,00:40:08.261423
yellow_cone,53,593,0,00:40:08.294068
yellow_cone,53,591,0,00:40:08.322024
yellow_cone,53,591,0,00:40:08.354002
yellow_cone,54,587,0,00:40:08.438685
yellow_cone,54,587,0,00:40:08.473339
yellow_cone,53,558,1580,00:40:08.559374
yellow_cone,53,558,1575,00:40:08.592241
yellow_cone,54,568,1578,00:40:08.627208
yellow_cone,54,568,1570,00:40:08.664881
yellow_cone,54,561,1582,00:40:08.701573
yellow_cone,54,557,1575,00:40:08.736211
yellow_cone,54,557,1575,00:40:08.772444
yellow_cone,54,562,1578,00:40:09.041173
yellow_cone,54,562,1579,00:40:09.071929
yellow_cone,52,582,0,00:40:09.394465
yellow_cone,52,582,0,00:40:09.424583
yellow_cone,54,574,1565,00:40:09.883787
yellow_cone,54,574,1576,00:40:09.914259
yellow_cone,821,627,0,00:40:10.809465
yellow_cone,813,633,830,00:40:11.000790
yellow_cone,820,628,0,00:40:11.110886
yellow_cone,825,628,0,00:40:11.146277
yellow_cone,825,628,0,00:40:11.186034
yellow_cone,827,627,0,00:40:11.219904
yellow_cone,827,627,0,00:40:11.253389
yellow_cone,829,628,0,00:40:11.289656
yellow_cone,831,627,0,00:40:11.328226
yellow_cone,831,627,0,00:40:11.365138
yellow_cone,767,48,0,00:40:34.144627
yellow_cone,767,48,0,00:40:34.181404
yellow_cone,767,49,0,00:40:34.221025
yellow_cone,768,48,0,00:40:37.219772
yellow_cone,768,48,0,00:40:37.252289
yellow_cone,766,50,0,00:40:37.280390
yellow_cone,766,50,0,00:40:37.315323
yellow_cone,766,49,0,00:40:37.345600
yellow_cone,766,49,0,00:40:37.376922
yellow_cone,767,49,0,00:40:37.405638
yellow_cone,767,49,0,00:40:37.434874
yellow_cone,768,49,0,00:40:37.467365
yellow_cone,767,49,0,00:40:37.499830
yellow_cone,767,49,0,00:40:37.529178
yellow_cone,767,49,0,00:40:37.571035
yellow_cone,767,49,0,00:40:37.608083
yellow_cone,767,49,0,00:40:37.645092
yellow_cone,767,49,0,00:40:37.688703
yellow_cone,765,48,0,00:40:38.491345
yellow_cone,765,49,0,00:40:38.904901
yellow_cone,765,49,0,00:40:38.942611
yellow_cone,762,49,0,00:40:39.042511
yellow_cone,763,48,0,00:40:39.074501
yellow_cone,763,48,0,00:40:39.111479
yellow_cone,764,48,0,00:40:39.144184
yellow_cone,764,48,0,00:40:39.181767
yellow_cone,764,48,0,00:40:39.209616
yellow_cone,764,48,0,00:40:39.247776
yellow_cone,764,49,0,00:40:39.285951
yellow_cone,765,48,0,00:40:39.321312
yellow_cone,765,48,0,00:40:39.365963
yellow_cone,763,48,0,00:40:39.405079
yellow_cone,764,50,0,00:40:39.763216
yellow_cone,765,53,0,00:40:39.791896
yellow_cone,765,53,0,00:40:39.825264
yellow_cone,767,58,0,00:40:39.857995
yellow_cone,767,58,0,00:40:39.890188
yellow_cone,727,71,0,00:40:40.046520
yellow_cone,727,71,0,00:40:40.089636
yellow_cone,729,75,0,00:40:40.130848
yellow_cone,1221,106,0,00:40:45.692074
yellow_cone,1221,106,0,00:40:45.724477
yellow_cone,379,78,0,00:40:46.195348
yellow_cone,379,78,2966,00:40:46.230597
yellow_cone,1218,287,0,00:41:25.919268
yellow_cone,1218,287,0,00:41:25.952489
yellow_cone,775,605,543,00:41:47.790476
yellow_cone,45,639,0,00:41:48.047095
yellow_cone,969,464,618,00:41:48.142264
yellow_cone,969,464,618,00:41:48.176182
yellow_cone,974,466,615,00:41:48.208841
yellow_cone,962,387,0,00:41:49.518508
yellow_cone,962,387,0,00:41:49.557196
yellow_cone,365,111,504,00:42:33.409513
yellow_cone,365,111,501,00:42:33.444034
yellow_cone,366,109,496,00:42:33.646077
yellow_cone,366,109,496,00:42:33.686373
yellow_cone,27,168,1700,00:42:33.989274
yellow_cone,27,168,1700,00:42:34.027296
yellow_cone,29,168,1698,00:42:34.062599
yellow_cone,29,168,1706,00:42:34.096004
yellow_cone,31,169,1721,00:42:34.124215
yellow_cone,31,169,1708,00:42:34.157268
orange_cone,34,172,1719,00:42:34.252223
orange_cone,34,172,1718,00:42:34.287583
orange_cone,39,169,1727,00:42:34.317723
yellow_cone,972,470,594,00:42:34.318034
orange_cone,39,169,1733,00:42:34.351690
yellow_cone,972,470,594,00:42:34.352019
yellow_cone,44,176,1748,00:42:34.382924
orange_cone,45,176,1748,00:42:34.383682
yellow_cone,44,176,1740,00:42:34.415365
orange_cone,45,176,1740,00:42:34.415683
yellow_cone,34,639,0,00:42:34.544483
yellow_cone,34,639,0,00:42:34.582404
yellow_cone,34,641,0,00:42:35.440206
yellow_cone,34,641,0,00:42:35.474670
yellow_cone,32,642,0,00:42:35.565207
yellow_cone,32,642,0,00:42:35.600121
yellow_cone,32,643,0,00:42:35.630917
yellow_cone,32,643,0,00:42:35.666315
yellow_cone,34,642,0,00:42:35.705678
yellow_cone,34,642,0,00:42:35.739449
yellow_cone,33,642,0,00:42:35.774406
yellow_cone,34,639,0,00:42:35.805260
yellow_cone,34,639,0,00:42:35.841927
yellow_cone,34,638,0,00:42:35.879874
yellow_cone,34,638,0,00:42:35.921499
yellow_cone,36,637,0,00:42:35.963066
yellow_cone,35,638,0,00:42:36.003503
yellow_cone,35,638,0,00:42:36.046240
yellow_cone,36,635,0,00:42:36.083820
yellow_cone,36,634,0,00:42:36.114661
yellow_cone,36,634,0,00:42:36.150105
yellow_cone,37,632,0,00:42:36.180971
yellow_cone,37,632,0,00:42:36.219506
yellow_cone,36,627,0,00:42:36.355911
yellow_cone,36,627,0,00:42:36.394556
yellow_cone,37,633,0,00:42:36.538011
yellow_cone,37,633,0,00:42:36.575196
yellow_cone,34,636,0,00:42:36.604757
yellow_cone,35,640,0,00:42:36.781017
yellow_cone,35,640,0,00:42:36.817771
yellow_cone,32,645,0,00:42:37.018400
yellow_cone,32,645,0,00:42:37.051770
yellow_cone,33,646,0,00:42:37.082700
yellow_cone,33,646,0,00:42:37.124227
yellow_cone,32,647,0,00:42:37.164527
yellow_cone,33,645,0,00:42:37.204662
yellow_cone,33,645,0,00:42:37.247551
yellow_cone,32,646,0,00:42:37.287855
yellow_cone,25,170,0,00:42:37.790713
yellow_cone,25,170,1695,00:42:37.826135
yellow_cone,64,159,1788,00:42:37.855868
yellow_cone,64,159,1790,00:42:37.889962
yellow_cone,959,468,0,00:42:38.594554
yellow_cone,959,468,4973,00:42:38.639100
yellow_cone,437,63,0,00:42:38.686690
yellow_cone,971,466,0,00:42:38.780399
yellow_cone,973,466,0,00:42:38.822976
yellow_cone,973,466,0,00:42:38.862191
yellow_cone,974,467,0,00:42:38.896424
yellow_cone,974,465,0,00:42:38.929544
yellow_cone,37,651,0,00:42:38.929829
yellow_cone,974,465,0,00:42:38.965676
yellow_cone,37,651,0,00:42:38.965948
yellow_cone,975,467,0,00:42:38.999482
yellow_cone,38,647,0,00:42:38.999762
yellow_cone,975,467,0,00:42:39.037369
yellow_cone,38,647,0,00:42:39.037651
yellow_cone,41,647,0,00:42:39.071058
yellow_cone,977,467,0,00:42:39.071359
yellow_cone,41,647,0,00:42:39.104481
yellow_cone,977,467,0,00:42:39.104783
yellow_cone,39,646,0,00:42:39.131594
yellow_cone,977,468,0,00:42:39.131926
yellow_cone,39,646,0,00:42:39.170800
yellow_cone,977,468,0,00:42:39.171110
yellow_cone,38,646,0,00:42:39.205460
yellow_cone,978,469,0,00:42:39.205763
yellow_cone,39,646,0,00:42:39.234339
yellow_cone,977,469,0,00:42:39.234699
yellow_cone,39,646,0,00:42:39.270728
yellow_cone,977,469,0,00:42:39.271086
yellow_cone,39,647,0,00:42:39.302006
yellow_cone,976,469,0,00:42:39.302716
yellow_cone,39,647,0,00:42:39.338307
yellow_cone,976,469,0,00:42:39.338663
yellow_cone,37,648,0,00:42:39.370390
yellow_cone,37,648,0,00:42:39.406295
yellow_cone,36,649,0,00:42:39.438890
yellow_cone,36,649,0,00:42:39.471522
yellow_cone,36,647,0,00:42:39.507888
yellow_cone,34,648,0,00:42:39.539019
yellow_cone,34,648,0,00:42:39.573873
yellow_cone,36,650,0,00:42:39.606663
yellow_cone,36,650,0,00:42:39.647253
yellow_cone,37,651,0,00:42:39.684248
yellow_cone,28,652,0,00:42:39.717511
yellow_cone,28,652,0,00:42:39.756965
yellow_cone,32,654,0,00:42:39.790343
yellow_cone,32,654,0,00:42:39.826664
yellow_cone,31,652,0,00:42:39.854059
yellow_cone,31,652,0,00:42:39.887303
yellow_cone,30,653,0,00:42:39.919162
yellow_cone,30,653,0,00:42:39.952282
yellow_cone,28,652,0,00:42:39.989599
yellow_cone,33,654,0,00:42:40.024340
yellow_cone,33,654,0,00:42:40.056970
yellow_cone,34,654,0,00:42:40.088080
yellow_cone,34,654,0,00:42:40.123992
yellow_cone,34,652,0,00:42:40.155525
yellow_cone,34,652,0,00:42:40.189799
yellow_cone,977,469,0,00:42:40.400034
yellow_cone,977,469,0,00:42:40.430420
yellow_cone,977,470,0,00:42:40.521477
yellow_cone,977,470,0,00:42:40.552695
yellow_cone,978,471,0,00:42:40.588294
yellow_cone,979,470,0,00:42:40.618947
yellow_cone,979,470,0,00:42:40.654123
yellow_cone,977,469,0,00:42:40.684648
yellow_cone,977,469,0,00:42:40.718840
yellow_cone,977,470,0,00:42:40.748519
yellow_cone,977,470,0,00:42:40.782757
yellow_cone,978,469,0,00:42:40.814432
yellow_cone,978,469,0,00:42:40.852137
yellow_cone,979,469,0,00:42:40.883706
orange_cone,61,150,1776,00:42:40.884128
yellow_cone,979,469,0,00:42:40.915210
orange_cone,61,150,1779,00:42:40.915511
yellow_cone,978,468,0,00:42:40.950606
orange_cone,59,152,1770,00:42:40.950877
yellow_cone,977,469,0,00:42:40.989343
orange_cone,58,155,1770,00:42:40.989632
yellow_cone,977,469,0,00:42:41.029779
orange_cone,58,155,1773,00:42:41.030038
yellow_cone,976,468,0,00:42:41.069333
orange_cone,57,153,1761,00:42:41.069599
orange_cone,55,145,1762,00:42:41.107232
yellow_cone,976,468,0,00:42:41.107527
orange_cone,55,145,1765,00:42:41.141232
yellow_cone,976,468,0,00:42:41.141507
orange_cone,56,151,1772,00:42:41.171589
yellow_cone,977,470,0,00:42:41.171890
orange_cone,56,151,1763,00:42:41.209514
yellow_cone,977,470,0,00:42:41.209808
yellow_cone,975,468,0,00:42:41.251282
orange_cone,55,152,1771,00:42:41.251574
yellow_cone,976,467,0,00:42:41.288091
orange_cone,55,152,1760,00:42:41.288321
yellow_cone,976,467,0,00:42:41.329589
orange_cone,55,152,1765,00:42:41.329882
orange_cone,55,154,1762,00:42:41.361539
yellow_cone,976,469,0,00:42:41.361900
orange_cone,55,154,1762,00:42:41.392797
yellow_cone,976,469,0,00:42:41.393157
yellow_cone,976,468,0,00:42:41.435144
orange_cone,55,152,1760,00:42:41.435439
yellow_cone,977,469,0,00:42:41.475875
orange_cone,55,152,1756,00:42:41.476165
yellow_cone,977,469,0,00:42:41.518696
orange_cone,55,152,1768,00:42:41.519016
orange_cone,54,149,1763,00:42:41.562603
yellow_cone,976,469,0,00:42:41.562961
yellow_cone,976,469,0,00:42:41.597636
orange_cone,54,152,1775,00:42:41.597870
yellow_cone,976,469,0,00:42:41.636044
orange_cone,54,152,1760,00:42:41.636305
yellow_cone,976,469,0,00:42:41.666883
yellow_cone,977,469,0,00:42:41.703142
yellow_cone,977,469,0,00:42:41.741407
orange_cone,53,150,1768,00:42:41.782312
yellow_cone,978,468,0,00:42:41.782708
orange_cone,53,150,1762,00:42:41.826947
yellow_cone,978,468,0,00:42:41.827291
yellow_cone,976,467,0,00:42:41.866546
orange_cone,54,153,1759,00:42:41.866844
orange_cone,53,149,1754,00:42:41.896746
yellow_cone,976,468,0,00:42:41.897051
orange_cone,53,149,1763,00:42:41.931073
yellow_cone,976,468,0,00:42:41.931416
orange_cone,51,152,1752,00:42:41.962195
yellow_cone,974,468,0,00:42:41.962528
orange_cone,51,152,1752,00:42:42.004540
yellow_cone,974,468,0,00:42:42.004898
yellow_cone,973,467,0,00:42:42.042451
orange_cone,51,152,1753,00:42:42.042673
yellow_cone,977,469,0,00:42:42.080659
orange_cone,51,151,1760,00:42:42.080947
yellow_cone,977,469,0,00:42:42.122188
orange_cone,51,151,1750,00:42:42.122468
orange_cone,50,157,1756,00:42:42.164062
yellow_cone,976,469,0,00:42:42.164417
yellow_cone,975,468,0,00:42:42.202858
orange_cone,50,152,1753,00:42:42.203139
yellow_cone,975,468,0,00:42:42.243644
orange_cone,50,152,1752,00:42:42.243911
orange_cone,49,163,1751,00:42:42.277575
