Objekt,X,Y,Razdalja_mm,X3D,Y3D,Z3D,Čas
banana,573,532,654500,,,,10:56:13.423954
banana,573,534,614000,,,,10:56:13.472750
banana,573,534,627000,,,,10:56:13.787708
banana,573,530,656000,,,,10:56:13.925367
banana,574,531,698000,,,,10:56:13.974702
banana,634,679,586500,,,,10:56:15.079661
pomaranca,852,207,490000,,,,10:56:15.259019
pomaranca,799,203,503000,,,,10:56:15.305915
pomaranca,784,201,508000,,,,10:56:15.352238
pomaranca,771,204,519000,,,,10:56:15.401729
pomaranca,753,222,515000,,,,10:56:15.450398
pomaranca,748,232,532000,,,,10:56:15.503106
pomaranca,700,230,536000,,,,10:56:15.548005
pomaranca,693,240,581000,,,,10:56:15.594061
pomaranca,673,257,591000,,,,10:56:15.637236
pomaranca,659,261,684500,,,,10:56:15.683168
pomaranca,503,320,600000,,,,10:56:16.415183
pomaranca,502,311,557000,,,,10:56:16.462356
pomaranca,495,303,546000,,,,10:56:16.510778
pomaranca,498,301,542000,,,,10:56:16.557412
pomaranca,494,292,539000,,,,10:56:16.605079
pomaranca,493,289,528000,,,,10:56:16.652350
pomaranca,469,284,524000,,,,10:56:16.700781
pomaranca,452,290,523000,,,,10:56:16.750252
pomaranca,432,290,526000,,,,10:56:16.800380
pomaranca,386,292,508000,,,,10:56:16.848973
pomaranca,370,293,502000,,,,10:56:16.898393
pomaranca,349,312,513000,,,,10:56:16.944433
jabolka,1143,406,1892000,,,,10:56:16.944778
pomaranca,344,316,498000,,,,10:56:16.990745
pomaranca,339,322,512000,,,,10:56:17.038300
pomaranca,300,320,495000,,,,10:56:17.086781
jabolka,1143,407,2490000,,,,10:56:17.087106
pomaranca,293,322,491000,,,,10:56:17.137526
jabolka,1143,406,1291000,,,,10:56:17.137849
jabolka,1146,408,6909000,,,,10:56:17.184333
pomaranca,281,350,490000,,,,10:56:17.280134
pomaranca,280,349,511000,,,,10:56:17.331321
pomaranca,276,357,513000,,,,10:56:17.378244
jabolka,1141,405,4575000,,,,10:56:18.347176
jabolka,1141,405,1418000,,,,10:56:18.394881
banana,225,511,595000,,,,10:56:18.842137
grozdje,177,425,514000,,,,10:56:20.468990
grozdje,166,423,502000,,,,10:56:20.516772
jabolka,325,232,3194500,,,,10:56:22.289175
grozdje,1110,516,3512000,,,,10:56:33.928863
banana,154,512,496000,,,,10:56:35.992911
banana,153,504,491000,,,,10:56:36.049925
banana,127,481,491000,,,,10:56:40.030748
banana,127,479,490000,,,,10:56:40.087270
banana,128,490,490500,,,,10:56:40.143255
banana,128,481,491500,,,,10:56:40.198729
banana,145,485,501000,,,,10:56:40.199061
banana,129,479,553000,,,,10:56:40.254388
banana,129,471,490000,,,,10:56:40.362005
banana,129,471,490000,,,,10:56:40.415574
banana,129,470,499000,,,,10:56:40.467114
banana,128,471,511000,,,,10:56:40.517115
banana,162,473,508000,,,,10:56:41.302758
banana,163,474,521000,,,,10:56:41.359714
banana,164,488,491000,,,,10:56:41.457712
banana,156,497,491000,,,,10:56:41.605821
banana,173,486,492500,,,,10:56:41.606240
banana,153,508,493000,,,,10:56:43.545948
banana,129,497,494000,,,,10:56:43.797052
banana,155,506,491000,,,,10:56:43.901335
banana,162,502,491000,,,,10:56:44.055906
banana,160,507,537000,,,,10:56:44.196820
banana,159,504,528000,,,,10:56:44.989619
banana,154,508,503000,,,,10:56:45.039104
banana,158,501,491000,,,,10:56:45.091098
banana,152,509,492000,,,,10:56:45.141342
banana,158,502,496000,,,,10:56:45.290329
banana,160,504,499000,,,,10:56:45.340408
banana,160,508,498000,,,,10:56:45.393647
banana,118,465,554500,,,,10:56:50.368621
banana,119,465,509000,,,,10:56:50.419723
banana,115,477,491000,,,,10:56:50.881656
banana,118,467,491000,,,,10:56:51.298630
banana,117,470,495000,,,,10:56:51.398860
banana,116,480,502000,,,,10:56:51.454698
banana,119,466,513000,,,,10:56:52.236477
banana,119,463,496000,,,,10:56:52.287247
banana,119,469,494000,,,,10:56:52.781952
banana,120,469,586000,,,,10:56:53.008779
banana,121,469,491000,,,,10:56:53.189340
banana,123,468,495000,,,,10:56:53.234344
banana,123,465,491000,,,,10:56:53.285052
banana,127,466,502000,,,,10:56:54.051618
pomaranca,82,58,5780000,,,,10:56:57.434977
pomaranca,77,100,3076000,,,,10:56:58.298456
pomaranca,86,114,2291000,,,,10:56:58.435428
pomaranca,87,127,1270000,,,,10:56:58.486015
pomaranca,222,155,1600000,,,,10:56:58.818626
pomaranca,384,121,4514000,,,,10:56:59.927559
banana,370,206,2149000,,,,10:57:00.473662
pomaranca,391,212,2279000,,,,10:57:00.538975
pomaranca,652,253,511000,,,,10:57:03.268964
banana,150,436,491000,,,,10:57:09.789946
banana,106,470,494000,,,,10:57:13.198659
banana,115,482,492000,,,,10:57:29.688319
banana,115,479,495000,,,,10:57:29.738175
banana,115,481,499000,,,,10:57:29.787942
banana,115,482,504000,,,,10:57:29.937468
banana,116,480,500000,,,,10:57:30.080861
banana,100,468,497000,,,,10:57:34.481061
banana,100,476,492000,,,,10:57:34.532524
banana,102,505,2587000,,,,10:57:39.927308
banana,107,479,620000,,,,10:57:48.826032
banana,103,480,498000,,,,10:57:49.182374
banana,113,482,493000,,,,10:57:54.582955
banana,121,492,499000,,,,10:58:10.751541
banana,122,490,494000,,,,10:58:12.910774
banana,120,492,733000,,,,10:58:13.155815
banana,118,489,490000,,,,10:58:13.209625
banana,115,486,499000,,,,10:58:14.978032
banana,116,485,490000,,,,10:58:24.720126
banana,120,487,501000,,,,10:58:25.464422
banana,118,491,493000,,,,10:58:27.925284
banana,118,492,516000,,,,10:58:28.337825
banana,119,491,490000,,,,10:58:28.676191
banana,118,489,506000,,,,10:58:28.824074
banana,122,492,493000,,,,10:58:31.178339
banana,123,498,502500,,,,10:58:31.229684
banana,80,472,511000,,,,10:58:31.965348
banana,81,478,505000,,,,10:58:32.019703
banana,83,473,496000,,,,10:58:32.074590
banana,85,472,504000,,,,10:58:32.142851
banana,99,456,490000,,,,10:58:32.357630
banana,88,495,503500,,,,10:58:36.212755
banana,88,500,535000,,,,10:58:36.366750
banana,95,494,518000,,,,10:58:39.178521
banana,93,495,492000,,,,10:58:39.232413
banana,94,495,508000,,,,10:58:39.281803
banana,95,491,491000,,,,10:58:39.332646
banana,97,497,673000,,,,10:58:39.377631
banana,97,491,492000,,,,10:58:39.428362
banana,96,493,490000,,,,10:58:39.473569
banana,96,491,499000,,,,10:58:39.519391
banana,96,493,490000,,,,10:58:39.569925
banana,96,488,491000,,,,10:58:39.621984
banana,97,491,500500,,,,10:58:39.695719
banana,99,487,497000,,,,10:58:39.760455
banana,98,493,495000,,,,10:58:39.811179
banana,98,491,492000,,,,10:58:39.908948
banana,97,495,3448000,,,,10:58:40.052806
banana,98,494,496000,,,,10:58:40.148936
banana,98,493,496000,,,,10:58:40.295598
banana,97,497,1908000,,,,10:58:40.364596
banana,97,499,511000,,,,10:58:40.431256
banana,99,493,495000,,,,10:58:40.502875
banana,97,497,497000,,,,10:58:40.571462
banana,96,497,495500,,,,10:58:40.638963
banana,100,493,500000,,,,10:58:41.202282
banana,111,491,491000,,,,10:58:41.304911
pomaranca,884,358,523000,,,,10:58:44.435631
pomaranca,881,367,522000,,,,10:58:44.508840
pomaranca,877,368,510000,,,,10:58:44.581284
pomaranca,874,369,520000,,,,10:58:44.652047
pomaranca,870,368,513000,,,,10:58:44.718331
pomaranca,863,368,526000,,,,10:58:44.796348
pomaranca,861,369,516000,,,,10:58:44.865928
jabolka,427,414,3611000,,,,10:58:44.866336
pomaranca,857,375,535000,,,,10:58:44.947919
pomaranca,853,386,569000,,,,10:58:45.022104
pomaranca,849,397,574000,,,,10:58:45.101244
pomaranca,847,408,575000,,,,10:58:45.172327
pomaranca,841,416,593000,,,,10:58:45.228957
pomaranca,926,430,505500,,,,10:58:49.943174
pomaranca,926,429,509000,,,,10:58:50.000851
jabolka,425,413,8836000,,,,10:58:51.824280
pomaranca,902,416,505500,,,,10:58:54.293515
pomaranca,910,421,493000,,,,10:58:54.400706
pomaranca,921,451,490500,,,,10:58:54.770141
pomaranca,900,308,517000,,,,10:58:55.944487
pomaranca,900,309,497000,,,,10:58:55.999210
jabolka,427,414,5963000,,,,10:58:56.538138
pomaranca,963,412,516000,,,,10:58:57.820647
pomaranca,926,425,516000,,,,10:58:57.871217
pomaranca,907,433,522000,,,,10:58:57.927532
banana,878,456,525000,,,,10:58:57.985281
jabolka,1143,408,532000,,,,10:58:59.466407
banana,790,475,546000,,,,10:58:59.632786
banana,792,473,550000,,,,10:58:59.704041
banana,795,468,549000,,,,10:58:59.779209
banana,804,457,560000,,,,10:58:59.852909
banana,809,451,558000,,,,10:58:59.924060
pomaranca,810,453,558000,,,,10:58:59.924731
pomaranca,815,455,553000,,,,10:58:59.994582
banana,814,449,555000,,,,10:58:59.995254
banana,814,446,548000,,,,10:59:00.065608
pomaranca,815,448,547000,,,,10:59:00.066254
banana,814,446,558000,,,,10:59:00.139703
pomaranca,815,447,558000,,,,10:59:00.140355
banana,813,447,576000,,,,10:59:00.226180
pomaranca,814,449,575000,,,,10:59:00.226714
pomaranca,811,456,589000,,,,10:59:00.294073
banana,809,451,590000,,,,10:59:00.294719
banana,1246,535,497000,,,,10:59:00.295163
jabolka,1145,415,2003000,,,,10:59:00.827229
banana,757,465,595000,,,,10:59:06.976400
banana,757,463,637000,,,,10:59:07.060209
banana,788,499,561000,,,,10:59:09.850614
banana,788,503,550000,,,,10:59:09.921515
banana,792,508,557000,,,,10:59:10.013691
banana,796,502,552000,,,,10:59:10.087959
banana,799,494,548000,,,,10:59:10.163405
banana,800,487,563000,,,,10:59:10.234581
banana,804,482,582000,,,,10:59:10.304716
banana,805,486,599000,,,,10:59:10.373849
pomaranca,901,372,494000,,,,10:59:13.651393
pomaranca,807,387,495000,,,,10:59:13.652682
pomaranca,803,347,524000,,,,10:59:13.725331
pomaranca,796,177,644000,,,,10:59:17.944606
pomaranca,590,588,508000,,,,10:59:17.945360
pomaranca,797,183,511000,,,,10:59:18.030001
pomaranca,803,187,515000,,,,10:59:18.114615
pomaranca,810,194,510000,,,,10:59:18.215977
pomaranca,830,214,527000,,,,10:59:18.318644
pomaranca,855,235,537000,,,,10:59:18.609932
pomaranca,852,234,544000,,,,10:59:18.760457
pomaranca,839,246,585000,,,,10:59:18.889849
pomaranca,780,221,505000,,,,10:59:19.687260
pomaranca,781,214,498000,,,,10:59:19.780341
pomaranca,786,213,490000,,,,10:59:19.860711
pomaranca,791,218,491000,,,,10:59:19.961653
pomaranca,796,222,501000,,,,10:59:20.058929
pomaranca,797,225,496000,,,,10:59:20.150391
pomaranca,798,223,511000,,,,10:59:20.230954
pomaranca,799,227,502000,,,,10:59:20.314001
pomaranca,801,227,512000,,,,10:59:20.411434
pomaranca,805,227,534000,,,,10:59:20.547766
pomaranca,739,244,501000,,,,10:59:23.004503
pomaranca,730,241,490000,,,,10:59:23.052720
pomaranca,640,206,490000,,,,10:59:23.688469
pomaranca,641,209,522500,,,,10:59:23.970977
