Objekt,X,Y,Razdalja_mm,X3D,Y3D,Z3D,Čas
banana,769,667,626500,,,,10:54:27.748359
banana,769,667,930000,,,,10:54:27.795455
banana,766,667,648000,,,,10:54:27.886075
banana,758,667,607500,,,,10:54:28.723550
banana,755,667,643000,,,,10:54:28.772068
banana,753,668,3671000,,,,10:54:28.823859
banana,744,667,1008000,,,,10:54:28.915090
banana,737,666,1123000,,,,10:54:29.005288
banana,738,666,3891000,,,,10:54:29.098291
banana,739,666,3405000,,,,10:54:29.146253
banana,740,666,1633000,,,,10:54:29.194392
banana,742,667,5518000,,,,10:54:29.241482
banana,744,667,1348000,,,,10:54:29.334865
banana,744,667,690000,,,,10:54:29.431012
banana,745,667,496000,,,,10:54:29.566868
banana,748,666,603000,,,,10:54:30.415193
banana,750,667,640500,,,,10:54:30.465430
banana,750,667,600000,,,,10:54:30.517274
banana,749,668,666000,,,,10:54:30.563961
banana,747,668,1051000,,,,10:54:30.612508
banana,747,668,1506000,,,,10:54:30.659184
banana,747,667,644500,,,,10:54:30.704409
banana,746,667,603000,,,,10:54:30.754756
banana,747,668,604000,,,,10:54:30.801877
banana,747,668,630000,,,,10:54:30.849974
banana,747,668,736000,,,,10:54:30.938618
banana,743,668,590000,,,,10:54:31.074133
banana,743,667,638000,,,,10:54:31.122629
banana,739,667,581500,,,,10:54:31.213834
banana,758,667,1172000,,,,10:54:33.799905
banana,750,666,817000,,,,10:54:33.890872
banana,750,667,8465000,,,,10:54:34.197882
banana,753,666,1237000,,,,10:54:34.423567
banana,753,665,1181000,,,,10:54:34.510686
banana,751,665,598000,,,,10:54:34.602874
banana,758,666,796000,,,,10:54:35.453676
banana,759,666,653000,,,,10:54:35.501051
banana,758,665,651000,,,,10:54:35.637642
banana,757,665,632000,,,,10:54:35.686678
banana,758,665,805000,,,,10:54:35.734806
banana,758,665,637000,,,,10:54:35.873531
banana,756,664,624000,,,,10:54:36.174178
banana,757,664,789500,,,,10:54:36.223821
banana,757,664,660500,,,,10:54:36.273009
banana,757,663,644000,,,,10:54:36.320657
banana,759,664,629000,,,,10:54:36.366113
banana,759,665,648000,,,,10:54:36.412064
jabolka,381,101,4047500,,,,10:54:37.707892
jabolka,434,107,4646000,,,,10:54:37.973778
jabolka,482,120,2319000,,,,10:54:39.296465
jabolka,482,120,7814000,,,,10:54:39.389595
pomaranca,715,108,7755000,,,,10:54:46.198205
pomaranca,746,90,2732500,,,,10:54:46.472081
jabolka,610,322,2315000,,,,10:54:46.564029
pomaranca,729,87,3897500,,,,10:54:46.703266
pomaranca,683,93,6792000,,,,10:54:48.122369
pomaranca,682,94,7092000,,,,10:54:48.169924
pomaranca,712,95,6579000,,,,10:54:48.305511
pomaranca,756,249,1158000,,,,10:54:50.125474
pomaranca,755,250,1194000,,,,10:54:50.174263
pomaranca,757,251,1707000,,,,10:54:50.265360
pomaranca,756,249,1192000,,,,10:54:50.315188
pomaranca,756,249,1155000,,,,10:54:50.361224
pomaranca,755,251,1171500,,,,10:54:50.412410
pomaranca,755,249,1194500,,,,10:54:50.459741
pomaranca,755,250,1233000,,,,10:54:50.509122
jabolka,133,187,552000,,,,10:54:51.121688
pomaranca,539,133,2582000,,,,10:54:53.336244
pomaranca,536,134,5532000,,,,10:54:53.382718
pomaranca,535,133,4201000,,,,10:54:53.477113
pomaranca,528,182,3845000,,,,10:54:53.524022
pomaranca,532,176,1330000,,,,10:54:53.831879
pomaranca,534,175,1258000,,,,10:54:53.922537
pomaranca,531,173,1491000,,,,10:54:53.969700
pomaranca,535,171,1312000,,,,10:54:54.928821
pomaranca,536,173,1230000,,,,10:54:55.022913
pomaranca,534,171,1220000,,,,10:54:55.074255
pomaranca,532,171,1218000,,,,10:54:55.121863
pomaranca,531,171,1213500,,,,10:54:55.168927
pomaranca,536,173,1202000,,,,10:54:55.352240
pomaranca,535,171,1281000,,,,10:54:55.397941
pomaranca,531,167,2403000,,,,10:54:55.622029
pomaranca,531,170,1234000,,,,10:54:55.753119
pomaranca,535,170,1172000,,,,10:54:55.842719
pomaranca,534,172,1160000,,,,10:54:55.890706
pomaranca,538,172,1214500,,,,10:54:55.940497
pomaranca,544,174,1255000,,,,10:54:56.818156
pomaranca,543,174,1197000,,,,10:54:56.864174
pomaranca,542,171,1226000,,,,10:54:56.914148
pomaranca,535,170,1224000,,,,10:54:57.008314
pomaranca,535,172,1713000,,,,10:54:57.055064
jabolka,334,170,5665000,,,,10:54:57.104897
pomaranca,535,171,1219000,,,,10:54:57.153325
pomaranca,539,170,1238500,,,,10:54:57.331989
pomaranca,538,170,3195000,,,,10:54:57.422978
pomaranca,540,170,1343000,,,,10:54:57.517114
pomaranca,536,173,5428000,,,,10:54:57.608634
pomaranca,534,175,1226000,,,,10:54:57.654213
pomaranca,534,173,1260000,,,,10:54:57.699691
pomaranca,535,171,1233500,,,,10:54:57.748690
pomaranca,535,172,1198000,,,,10:54:57.841507
pomaranca,538,173,1270000,,,,10:54:58.715673
pomaranca,536,169,1236500,,,,10:54:58.805436
pomaranca,540,172,1233000,,,,10:54:58.851537
banana,790,653,497000,,,,10:54:58.851851
banana,780,651,548000,,,,10:54:58.897619
pomaranca,544,175,1200000,,,,10:54:58.897973
pomaranca,544,176,1203000,,,,10:54:58.943399
jabolka,341,174,1492000,,,,10:54:58.943748
pomaranca,541,176,1211000,,,,10:54:59.030840
banana,714,638,614000,,,,10:54:59.122548
banana,717,643,588000,,,,10:54:59.212544
pomaranca,536,175,6128000,,,,10:54:59.212919
banana,726,613,555000,,,,10:54:59.213207
banana,717,642,639000,,,,10:54:59.256308
banana,712,641,594000,,,,10:54:59.302942
pomaranca,539,173,1888500,,,,10:54:59.303551
banana,700,648,594000,,,,10:54:59.350120
banana,697,657,698000,,,,10:54:59.395592
pomaranca,540,174,1191000,,,,10:54:59.442693
banana,691,666,546000,,,,10:54:59.442982
pomaranca,539,175,1318000,,,,10:54:59.488449
banana,691,676,1030000,,,,10:54:59.488767
banana,701,677,584000,,,,10:54:59.538317
pomaranca,538,173,1175000,,,,10:54:59.585231
pomaranca,546,175,1214000,,,,10:55:00.725360
pomaranca,545,173,1219000,,,,10:55:00.818461
pomaranca,546,171,1188000,,,,10:55:00.864029
pomaranca,544,172,1259000,,,,10:55:00.958158
pomaranca,547,175,1321000,,,,10:55:01.071632
pomaranca,547,175,1228000,,,,10:55:01.204476
jabolka,344,170,6732000,,,,10:55:01.251030
pomaranca,542,171,1238000,,,,10:55:01.341523
pomaranca,544,173,1180000,,,,10:55:01.433137
pomaranca,546,174,1245000,,,,10:55:01.497886
pomaranca,548,175,1222000,,,,10:55:01.561005
pomaranca,542,172,1290000,,,,10:55:02.318454
pomaranca,542,172,1248000,,,,10:55:02.366875
pomaranca,539,174,1219000,,,,10:55:02.415264
pomaranca,538,173,1416000,,,,10:55:02.462041
pomaranca,538,174,1238000,,,,10:55:02.509477
pomaranca,984,436,513500,,,,10:55:02.509854
pomaranca,538,174,1203000,,,,10:55:02.556633
jabolka,218,198,5677000,,,,10:55:03.572755
jabolka,90,147,1361500,,,,10:55:04.275491
jabolka,155,196,5430000,,,,10:55:04.409413
jabolka,199,213,4415000,,,,10:55:04.640771
pomaranca,138,166,5788000,,,,10:55:06.185516
jabolka,34,110,5028000,,,,10:55:08.661915
pomaranca,956,77,496000,,,,10:55:14.442803
pomaranca,859,259,681000,,,,10:55:14.443163
pomaranca,849,217,676000,,,,10:55:14.492680
pomaranca,868,98,495000,,,,10:55:14.539643
pomaranca,853,85,492000,,,,10:55:14.586374
pomaranca,837,117,515000,,,,10:55:14.586656
pomaranca,820,266,683000,,,,10:55:14.586981
pomaranca,826,118,505000,,,,10:55:14.636092
pomaranca,843,90,497000,,,,10:55:14.636373
pomaranca,815,167,773000,,,,10:55:14.636612
pomaranca,796,96,509000,,,,10:55:14.684752
pomaranca,789,95,522000,,,,10:55:14.732070
pomaranca,791,277,702000,,,,10:55:14.732419
pomaranca,788,95,509000,,,,10:55:14.779376
pomaranca,779,96,530000,,,,10:55:14.825954
pomaranca,772,97,536000,,,,10:55:14.870832
jabolka,352,109,776000,,,,10:55:14.871176
pomaranca,769,96,534000,,,,10:55:14.919001
jabolka,352,106,814000,,,,10:55:14.919452
pomaranca,766,96,530000,,,,10:55:14.966275
jabolka,351,116,836000,,,,10:55:14.966790
pomaranca,763,94,515000,,,,10:55:15.014725
pomaranca,762,94,517000,,,,10:55:15.067464
pomaranca,761,93,510000,,,,10:55:15.114923
pomaranca,381,145,7107000,,,,10:55:15.115284
pomaranca,760,93,508000,,,,10:55:15.166001
pomaranca,759,92,492000,,,,10:55:15.214606
pomaranca,483,152,1170000,,,,10:55:15.214969
pomaranca,761,91,505500,,,,10:55:15.264296
pomaranca,769,91,497000,,,,10:55:15.309775
pomaranca,782,90,501000,,,,10:55:15.401823
pomaranca,523,171,1165000,,,,10:55:15.402228
pomaranca,797,89,510000,,,,10:55:15.450775
pomaranca,549,157,1186000,,,,10:55:16.251774
pomaranca,549,158,1135000,,,,10:55:16.302951
pomaranca,550,162,1140000,,,,10:55:16.350257
pomaranca,553,162,1183000,,,,10:55:16.399449
pomaranca,556,165,5125000,,,,10:55:16.445553
banana,445,175,1127000,,,,10:55:16.884149
banana,488,177,1526500,,,,10:55:16.932557
pomaranca,481,177,1107000,,,,10:55:16.932988
banana,484,184,1104500,,,,10:55:16.981394
banana,482,184,1151000,,,,10:55:17.031077
banana,466,186,1138000,,,,10:55:17.123795
banana,472,176,1108000,,,,10:55:17.257172
banana,412,154,1067500,,,,10:55:18.317645
banana,389,163,1029000,,,,10:55:18.368042
banana,395,165,1049000,,,,10:55:18.416239
banana,395,164,1058500,,,,10:55:18.465035
banana,393,162,1043000,,,,10:55:18.512991
banana,351,675,5055000,,,,10:55:18.513441
grozdje,158,495,1054500,,,,10:55:18.785387
banana,495,381,1047000,,,,10:55:20.219306
banana,508,401,993000,,,,10:55:20.268183
banana,528,401,1065000,,,,10:55:20.314615
banana,530,430,1019000,,,,10:55:20.364698
banana,380,676,5382000,,,,10:55:20.410684
banana,553,394,7239000,,,,10:55:20.500223
banana,555,393,1016000,,,,10:55:20.594973
banana,552,390,1068000,,,,10:55:20.641467
banana,548,381,5224000,,,,10:55:20.689906
banana,387,678,5561000,,,,10:55:20.690264
banana,542,382,1047000,,,,10:55:20.739014
banana,541,380,4720500,,,,10:55:20.785437
banana,539,350,1193000,,,,10:55:20.832276
pomaranca,197,38,5265000,,,,10:55:20.877881
banana,531,362,1241000,,,,10:55:20.965560
banana,530,363,1047000,,,,10:55:21.011011
banana,532,369,995000,,,,10:55:21.055754
banana,531,369,975000,,,,10:55:21.101585
banana,531,303,1051000,,,,10:55:21.101991
banana,530,371,1041000,,,,10:55:21.149889
banana,529,380,1005500,,,,10:55:21.199071
banana,363,196,968000,,,,10:55:22.265536
banana,361,198,1016000,,,,10:55:22.310703
banana,356,199,1003000,,,,10:55:22.360189
banana,342,191,969000,,,,10:55:22.705177
banana,356,186,982000,,,,10:55:22.838276
banana,363,184,975000,,,,10:55:22.887549
pomaranca,487,114,1134000,,,,10:55:23.840047
pomaranca,550,115,1094000,,,,10:55:23.840417
pomaranca,427,54,894000,,,,10:55:24.056635
jabolka,98,186,5906000,,,,10:55:27.903903
jabolka,34,203,2900000,,,,10:55:28.159928
pomaranca,1041,478,533000,,,,10:55:30.826351
pomaranca,1049,493,522000,,,,10:55:30.874442
pomaranca,1050,449,504500,,,,10:55:30.874800
banana,1085,478,492500,,,,10:55:31.228737
banana,1096,469,493000,,,,10:55:31.452165
banana,1111,490,507000,,,,10:55:34.175436
banana,1110,486,499000,,,,10:55:34.223490
banana,1084,480,526000,,,,10:55:34.791247
banana,1100,480,494000,,,,10:55:35.054536
banana,1111,481,512000,,,,10:55:35.101364
banana,1114,494,528000,,,,10:55:35.848796
banana,1149,495,519000,,,,10:55:35.849241
banana,1125,496,498000,,,,10:55:35.896467
banana,1157,496,493000,,,,10:55:35.896878
banana,1140,505,506000,,,,10:55:40.986026
banana,1139,509,493000,,,,10:55:41.033400
banana,1141,511,491000,,,,10:55:41.082704
banana,1136,532,513000,,,,10:55:41.831883
pomaranca,967,284,491000,,,,10:56:01.202253
banana,969,655,495000,,,,10:56:01.720018
pomaranca,946,322,491000,,,,10:56:01.940817
pomaranca,943,320,524000,,,,10:56:02.032028
banana,988,669,537000,,,,10:56:02.079998
pomaranca,959,363,509000,,,,10:56:03.761768
pomaranca,995,403,557000,,,,10:56:07.872365
