Objekt,Začetni_X,Začetni_Y,Končni_X,Končni_Y,Začetni_čas,Končni_čas
blue_cone,151,345,167,346,12:54:02.934874,12:54:06.360277
orange_cone,626,417,280,400,12:54:01.431915,12:54:06.827393
