Objekt,X,Y,Razdalja_mm,X3D,Y3D,Z3D,Čas
pomaranca,540,475,627000,,,,11:11:35.929049
banana,588,674,624000,,,,11:11:36.724897
banana,600,675,643000,,,,11:11:36.771798
banana,262,647,614000,,,,11:11:38.093011
banana,284,649,586000,,,,11:11:38.139704
pomaranca,552,203,500000,,,,11:11:38.140022
banana,290,644,583000,,,,11:11:38.188608
pomaranca,574,200,514000,,,,11:11:38.189160
banana,303,643,616000,,,,11:11:38.237768
banana,308,642,583000,,,,11:11:38.286471
pomaranca,621,204,531000,,,,11:11:38.286824
pomaranca,632,206,538000,,,,11:11:38.333979
banana,315,640,586000,,,,11:11:38.334335
pomaranca,636,204,558000,,,,11:11:38.382164
banana,318,641,580000,,,,11:11:38.382529
pomaranca,641,206,554000,,,,11:11:38.432245
banana,319,641,612000,,,,11:11:38.432582
pomaranca,642,216,592000,,,,11:11:38.480775
banana,322,644,614000,,,,11:11:38.481098
pomaranca,637,221,595000,,,,11:11:38.529683
banana,321,647,622000,,,,11:11:38.530050
banana,312,653,7029000,,,,11:11:38.801630
pomaranca,574,238,596000,,,,11:11:39.292474
banana,278,666,642000,,,,11:11:39.292825
pomaranca,578,231,568000,,,,11:11:39.340054
banana,274,664,609000,,,,11:11:39.340421
pomaranca,580,235,518000,,,,11:11:39.387831
banana,273,666,597000,,,,11:11:39.388432
pomaranca,577,230,514000,,,,11:11:39.435332
banana,265,664,588000,,,,11:11:39.435684
pomaranca,563,239,520000,,,,11:11:39.531772
banana,260,663,564000,,,,11:11:39.538243
pomaranca,557,241,523000,,,,11:11:39.592940
banana,254,664,556000,,,,11:11:39.593282
pomaranca,553,239,516000,,,,11:11:39.641017
banana,251,665,582000,,,,11:11:39.641344
pomaranca,548,240,516000,,,,11:11:39.688746
banana,251,665,581000,,,,11:11:39.689339
pomaranca,536,244,514000,,,,11:11:39.736520
banana,247,664,584500,,,,11:11:39.736888
pomaranca,527,247,519000,,,,11:11:39.784521
banana,240,664,724000,,,,11:11:39.784854
pomaranca,523,245,508000,,,,11:11:39.835421
banana,234,664,1527000,,,,11:11:39.835777
pomaranca,509,240,504000,,,,11:11:39.882299
banana,225,665,1705000,,,,11:11:39.882663
pomaranca,502,239,491000,,,,11:11:39.930978
banana,224,673,619000,,,,11:11:39.931336
pomaranca,486,232,494000,,,,11:11:39.980426
banana,214,674,723000,,,,11:11:39.980755
pomaranca,480,231,494000,,,,11:11:40.030271
banana,209,674,584000,,,,11:11:40.030680
banana,200,674,620500,,,,11:11:40.076375
banana,198,675,552000,,,,11:11:40.126948
banana,195,674,551000,,,,11:11:40.174850
banana,193,676,633000,,,,11:11:40.221574
banana,195,677,589000,,,,11:11:40.267917
pomaranca,421,208,515000,,,,11:11:41.013299
banana,171,682,609500,,,,11:11:41.062773
pomaranca,410,212,499000,,,,11:11:41.063086
banana,174,679,571500,,,,11:11:41.110376
banana,172,679,566000,,,,11:11:41.159178
pomaranca,386,230,491000,,,,11:11:41.206574
pomaranca,387,235,490000,,,,11:11:41.253243
pomaranca,390,249,498000,,,,11:11:41.301713
banana,176,678,554500,,,,11:11:41.302071
pomaranca,389,251,502000,,,,11:11:41.350180
pomaranca,391,251,502000,,,,11:11:41.399218
banana,178,681,614000,,,,11:11:41.399568
pomaranca,392,252,510000,,,,11:11:41.445761
banana,186,681,596000,,,,11:11:41.446124
pomaranca,393,253,511000,,,,11:11:41.497081
banana,190,681,3650500,,,,11:11:41.497437
pomaranca,397,258,517000,,,,11:11:41.544430
pomaranca,397,260,521000,,,,11:11:41.595172
banana,195,682,1066000,,,,11:11:41.595516
pomaranca,400,262,524000,,,,11:11:41.642578
pomaranca,401,263,519000,,,,11:11:41.693627
pomaranca,401,265,517000,,,,11:11:41.740770
banana,193,681,4576000,,,,11:11:41.741105
pomaranca,399,264,536000,,,,11:11:41.833275
banana,182,675,2164000,,,,11:11:41.833692
pomaranca,398,265,527000,,,,11:11:41.882077
banana,178,674,550000,,,,11:11:41.882529
pomaranca,395,266,524000,,,,11:11:41.934000
banana,173,678,539000,,,,11:11:41.934602
pomaranca,386,268,532000,,,,11:11:41.981565
banana,167,682,513000,,,,11:11:41.981891
pomaranca,383,268,542000,,,,11:11:42.030428
banana,171,686,523000,,,,11:11:42.030773
pomaranca,382,271,586000,,,,11:11:42.078555
pomaranca,318,292,551000,,,,11:11:42.836865
pomaranca,317,292,513000,,,,11:11:42.883443
pomaranca,317,291,492000,,,,11:11:42.931541
pomaranca,319,287,492500,,,,11:11:42.981026
pomaranca,327,286,496000,,,,11:11:43.295626
pomaranca,345,283,493000,,,,11:11:43.341395
pomaranca,343,283,500500,,,,11:11:43.386549
pomaranca,344,283,494000,,,,11:11:43.437263
pomaranca,343,283,493000,,,,11:11:43.485137
pomaranca,346,284,492000,,,,11:11:43.532649
pomaranca,330,283,501000,,,,11:11:43.800415
pomaranca,341,284,519000,,,,11:11:43.845951
pomaranca,326,287,521000,,,,11:11:44.647529
pomaranca,327,286,492000,,,,11:11:44.697088
pomaranca,330,289,492000,,,,11:11:44.744825
banana,142,698,531000,,,,11:11:44.925235
banana,148,697,741000,,,,11:11:45.194875
banana,151,698,2625000,,,,11:11:45.240967
banana,153,698,629000,,,,11:11:45.288156
banana,158,697,505000,,,,11:11:45.378621
banana,158,697,575000,,,,11:11:45.427831
pomaranca,377,283,492000,,,,11:11:45.475019
banana,160,697,532000,,,,11:11:45.475355
pomaranca,366,281,491500,,,,11:11:45.523603
pomaranca,364,283,523000,,,,11:11:45.571031
pomaranca,365,283,548000,,,,11:11:45.617371
banana,163,697,670000,,,,11:11:45.617700
pomaranca,341,289,566000,,,,11:11:46.374941
banana,150,698,556000,,,,11:11:46.375314
pomaranca,341,288,521000,,,,11:11:46.423921
pomaranca,332,290,505500,,,,11:11:46.472054
pomaranca,334,291,509000,,,,11:11:46.521938
banana,154,698,535000,,,,11:11:46.522314
pomaranca,345,294,516000,,,,11:11:46.569755
pomaranca,341,295,525000,,,,11:11:46.617298
pomaranca,339,294,529000,,,,11:11:46.666519
pomaranca,355,319,535000,,,,11:11:46.712444
pomaranca,355,319,541000,,,,11:11:46.761336
pomaranca,355,324,556000,,,,11:11:46.809015
pomaranca,354,327,540000,,,,11:11:46.856663
banana,188,695,827000,,,,11:11:46.857135
pomaranca,344,321,543000,,,,11:11:46.904344
pomaranca,400,325,545000,,,,11:11:46.904759
pomaranca,345,313,566000,,,,11:11:46.951422
pomaranca,346,303,541000,,,,11:11:46.999995
pomaranca,345,292,533000,,,,11:11:47.046813
banana,187,693,554500,,,,11:11:47.047175
pomaranca,346,289,510000,,,,11:11:47.095414
pomaranca,349,287,493000,,,,11:11:47.184903
pomaranca,359,287,500000,,,,11:11:47.232952
pomaranca,369,284,495000,,,,11:11:47.278637
pomaranca,388,287,572000,,,,11:11:47.415006
pomaranca,379,287,576000,,,,11:11:48.166325
pomaranca,378,287,560000,,,,11:11:48.212261
pomaranca,378,288,511000,,,,11:11:48.263398
pomaranca,376,288,520000,,,,11:11:48.309987
pomaranca,377,288,510000,,,,11:11:48.356659
pomaranca,377,289,511000,,,,11:11:48.403733
pomaranca,377,287,510000,,,,11:11:48.451930
pomaranca,366,288,502000,,,,11:11:48.501558
pomaranca,377,289,526000,,,,11:11:48.548213
pomaranca,375,288,511000,,,,11:11:48.600337
pomaranca,375,289,514000,,,,11:11:48.647641
pomaranca,366,288,510000,,,,11:11:48.696817
pomaranca,366,288,514000,,,,11:11:48.743735
pomaranca,364,287,519000,,,,11:11:48.791798
pomaranca,364,288,504000,,,,11:11:48.839160
pomaranca,364,288,503000,,,,11:11:48.885207
banana,175,695,642000,,,,11:11:48.885529
pomaranca,365,288,506000,,,,11:11:48.936503
pomaranca,365,288,517000,,,,11:11:48.984320
pomaranca,365,288,512000,,,,11:11:49.033292
pomaranca,365,288,513000,,,,11:11:49.080102
pomaranca,366,290,547000,,,,11:11:49.129746
pomaranca,365,288,561000,,,,11:11:49.177082
pomaranca,375,290,590000,,,,11:11:49.903871
pomaranca,374,289,530000,,,,11:11:49.951968
banana,178,695,526000,,,,11:11:50.063244
banana,182,690,537000,,,,11:11:50.311854
banana,184,690,561000,,,,11:11:50.358200
banana,190,690,559000,,,,11:11:50.403551
pomaranca,489,230,511000,,,,11:11:50.403918
banana,947,666,4858000,,,,11:11:50.404285
banana,192,690,588000,,,,11:11:50.448778
pomaranca,495,226,513000,,,,11:11:50.449144
pomaranca,499,229,505000,,,,11:11:50.496599
pomaranca,526,233,502000,,,,11:11:50.545299
banana,202,688,535000,,,,11:11:50.545823
pomaranca,532,234,521000,,,,11:11:50.595905
banana,210,691,527500,,,,11:11:50.596241
pomaranca,545,236,569000,,,,11:11:50.642802
banana,221,686,607000,,,,11:11:50.643118
pomaranca,553,236,529000,,,,11:11:50.688475
pomaranca,559,237,547000,,,,11:11:50.736021
banana,223,684,602000,,,,11:11:50.736351
pomaranca,570,238,558000,,,,11:11:50.782439
banana,232,682,556000,,,,11:11:50.782894
pomaranca,573,238,573000,,,,11:11:50.830999
banana,236,681,577000,,,,11:11:50.831330
pomaranca,586,242,603000,,,,11:11:50.879263
banana,247,676,1518500,,,,11:11:50.879621
pomaranca,634,271,685000,,,,11:11:51.676566
pomaranca,634,271,641000,,,,11:11:51.724878
pomaranca,636,274,631000,,,,11:11:51.773637
pomaranca,635,274,599000,,,,11:11:51.821705
pomaranca,633,276,604000,,,,11:11:51.870189
pomaranca,623,271,576000,,,,11:11:51.918322
pomaranca,620,282,573000,,,,11:11:51.966202
pomaranca,605,281,561000,,,,11:11:52.013710
pomaranca,600,283,550000,,,,11:11:52.064630
pomaranca,592,277,547000,,,,11:11:52.110663
pomaranca,587,272,528000,,,,11:11:52.157156
pomaranca,581,270,516000,,,,11:11:52.206114
pomaranca,578,268,496000,,,,11:11:52.254487
pomaranca,577,263,491000,,,,11:11:52.301025
banana,331,623,690000,,,,11:11:52.301402
banana,303,616,719000,,,,11:11:52.396272
pomaranca,275,619,680000,,,,11:11:52.481806
pomaranca,268,603,702000,,,,11:11:52.530927
pomaranca,564,265,494000,,,,11:11:52.624743
pomaranca,562,268,554000,,,,11:11:52.673745
banana,71,456,543000,,,,11:11:53.419428
